Category,PMID,Title,Authors,Year,Abstract,Title Length,Abstract Length,Link
Cardiology,40176205,Single- versus multiple-sampling strategy for blood cultures in the diagnosis of infective endocarditis: the prospective multicenter UniEndo study.,"Goehringer F, Soudant M, Alauzet C, Selton-Suty C, Agrinier N, Virion JM, Lefevre B, Aissa N, Alla F, Ruch Y, N'Guyen Y, Piroth L, Bouiller K, Royer PY, Le Moing V, Hoen B, Duval X, UniEndo-AEPEI Study group
",2025,"BACKGROUND: Single-sampling strategy (SSS) for blood cultures (BC) has not been evaluated in infective endocarditis (IE). We assessed the diagnostic performance of SSS vs conventional multi-sampling strategy (MSS) in IE diagnosis.
METHODS: Patients suspected of IE were prospectively enrolled in 8 tertiary-care centers. Five BC bottle pairs were sampled from each patient. Pairs 1, 2 and 3 were sampled simultaneously, followed by 2 additional separate pairs (4 and 5) sampled more than one hour later. Pairs 1, 2, and 3 emulated SSS and pairs 1, 4, and 5 emulated MSS. The sensitivity and specificity of the major microbiologic criterion of the 2015-ESC IE diagnostic criteria, based on the SSS and MSS BC results, were calculated using the endocarditis team's diagnosis as the gold standard.
RESULTS: An IE was diagnosed in 101 (39.4%) of the 256 patients enrolled. Sensitivity rates of SSS and MSS were 50.5% (95%CI [40.7-60.2]) and 45.5% (95%CI [35.8-55.3]), respectively (p = 0.063), while specificity rates were 94.8% (95%CI [91.4-98.3]) and 95.5% (95%CI [92.2-98.8]), respectively (p = 1). In IE patients, SSS as compared to MSS accurately upgraded the diagnosis from possible to definite IE in one patient and downgraded it in none.
CONCLUSION: Using SSS to define the major microbiologic criterion was as sensitive and specific as using MSS for diagnosing IE. Using SSS instead of MSS BC results did not lead to erroneous changes in diagnostic class according to the 2015 ESC criteria. Consequently, SSS may be regarded as standard practice for IE diagnosis.",147,1568,https://pubmed.ncbi.nlm.nih.gov/40176205/
Cardiology,40176098,Reducing access complications in an interdisciplinary structural heart program.,"Berres DM, Schlömicher M, Dickmann B, Buck T, Strauch JT, Ahmad F, Coman H, Haldenwang PL",2025,"BACKGROUND: Vascular (VC) and cardiac structural complications (CSC) are frequent complications following transcatheter aortic valve implantation (TAVI). Aim of this single-center retrospective study was to evaluate strategies for minimizing periprocedural access complications as part of an interdisciplinary structural heart program.
METHODS: Included were all patients who underwent TAVI between 09/2022 and 08/2023 at our institution. All procedures were performed by a heart team, consisting of a cardiovascular surgeon with peripheral vascular and interventional experience and an interventional cardiologist on site. Valvular type and size, access route and backup strategies were assessed by the heart team according to the preoperative CT-imaging. Baseline characteristics, periprocedural data, complications and 30-day outcomes were analyzed concerning the access route using Mann-Whitney-U-test or Fisher´s exact test.
RESULTS: Analyzed were 167 consecutive patients (81 (76-85) years; 53.3% male). 48 (28.7%) of these had severe peripheral artery disease. 130 (77.8%) procedures were performed via a percutaneous transfemoral approach, 13 (7.8%) via a femoral cut-down and 4 (2.4%) via a transaxillary access. For 20 procedures (11.9%) a transapical access was used. 106 patients (72%) with transvascular and all patients with transapical access received a balloon-expanding valve, whereas 41 (28%) patients with transvascular access received a self-expanding prosthesis. No coronary occlusion was seen. Annular rupture occurred in one patient (0.6%), valve displacement in two patients (1.2%). Totally 5 (3%) access femoral arteries were stented and 8 (4.8%) needed a surgical reconstruction. 30-day mortality was 2.99%.
CONCLUSIONS: On site interventional and cardiovascular surgical expertise may minimize VC and CSC following TAVI.",79,1847,https://pubmed.ncbi.nlm.nih.gov/40176098/
Cardiology,40176071,The relationship between adult phenylketonuria and the cardiovascular system - insights into mechanisms and risks.,"Dos Santos Y, Trefz F, Giżewska M, van Wegberg AMJ, Lefort B, Labarthe F, van Spronsen F, Maillot F",2025,"Studies in adults with PKU have mainly focused on the neuropsychiatric complications that may arise in individuals who are unable to maintain the recommended lifetime diet. Some recent epidemiological studies suggest to consider other complications. As such, cardiovascular (CV) issues have been the subject of few studies to date. The aim of this review is to gather and discuss data from the literature on the traditional risks of CV complications in PKU, a potential CV phenotype in this population and the various non-traditional risks and potential associated mechanisms. The reported prevalence of comorbidities suggests an increased risk of CV complications in adults with PKU, mostly in late-diagnosed patients. Studies about a specific CV phenotype associated with PKU are suggestive, although further studies are needed. The data on oxidative stress in this population are consistent and confirm an increased CV risk. Regarding other potential mechanisms, it is not possible to conclude whether adult PKU patients have low grade inflammation, dyslipidemia, kidney impairment or if they have hyperhomocysteinemia. It would be of interest to measure potential biomarker associated with CV complications, such as homocysteine, asymmetric dimethylarginine and kynurenines (quinolic acid).",114,1294,https://pubmed.ncbi.nlm.nih.gov/40176071/
Cardiology,40176068,Machine learning and multi-omics integration: advancing cardiovascular translational research and clinical practice.,"Lin M, Guo J, Gu Z, Tang W, Tao H, You S, Jia D, Sun Y, Jia P",2025,"The global burden of cardiovascular diseases continues to rise, making their prevention, diagnosis and treatment increasingly critical. With advancements and breakthroughs in omics technologies such as high-throughput sequencing, multi-omics approaches can offer a closer reflection of the complex physiological and pathological changes in the body from a molecular perspective, providing new microscopic insights into cardiovascular diseases research. However, due to the vast volume and complexity of data, accurately describing, utilising, and translating these biomedical data demands substantial effort. Researchers and clinicians are actively developing artificial intelligence (AI) methods for data-driven knowledge discovery and causal inference using various omics data. These AI approaches, integrated with multi-omics research, have shown promising outcomes in cardiovascular studies. In this review, we outline the methods for integrating machine learning, one of the most successful applications of AI, with omics data and summarise representative AI models developed that leverage various omics data to facilitate the exploration of cardiovascular diseases from underlying mechanisms to clinical practice. Particular emphasis is placed on the effectiveness of using AI to extract potential molecular information to address current knowledge gaps. We discuss the challenges and opportunities of integrating omics with AI into routine diagnostic and therapeutic practices and anticipate the future development of novel AI models for wider application in the field of cardiovascular diseases.",116,1603,https://pubmed.ncbi.nlm.nih.gov/40176068/
Cardiology,40176055,Distribution of lipoprotein (a) levels in patients with lower extremity artery disease and their impact on amputation and survival: a retrospective study.,"Gebauer K, Malyar NM, Varghese J, Reinecke H, Brix TJ, Engelbertz C",2025,"BACKGROUND: Elevated lipoprotein (a) (Lp(a)) is an independent risk factor for lower extremity artery disease (LEAD) with equivocal effect on amputation and mortality. Results regarding aggressive lipid-lowering therapies (LLT) are missing. We examined LEAD patients with Lp(a) measurement and the impact of intensive LLT on amputation and survival.
METHODS: Baseline characteristics of 263 LEAD patients with Lp(a) measurement treated in a tertiary hospital from 01/2017 until 01/2022 were recorded. Patients were categorized into three groups according to their Lp(a) values (< 30 mg/dL, 30-90 mg/dL and > 90 mg/dL). Lipid values and LLT were recorded at baseline and during follow-up (median 750 days). Peripheral endovascular revascularizations (EVR), amputations and death during follow-up were analysed.
RESULTS: Of 263 patients, 75% were male, mean age was 67 ± 10 years. Elevated Lp(a) values ≥ 30 mg/dL were found in 32%, 16% had values > 90 mg/dL. Baseline low-density lipoprotein cholesterol (LDL-C) was 89 ± 38 mg/dL, decreasing to 61 ± 30 mg/dL at follow-up, with no difference between Lp(a) groups (63 ± 32 mg/dL vs. 52 ± 23 mg/dL vs. 60 ± 25 mg/dL, p = 0.273). Statin dose was intensified more frequently in those with elevated Lp(a) (16% vs. 35% vs. 33%, p = 0.005), who also received significantly more often ezetimibe (50% vs. 58% vs. 73%, p = 0.028) and proprotein convertase subtilisin/kexin type 9 inhibitors (2% vs. 3% vs. 8%, p = 0.043). No difference was seen regarding EVR (91% vs. 95% vs. 90%, p = 0.729), amputations (4% vs. 7% vs. 0%, p = 0.245) and death (8% vs. 5% vs. 3%, p = 0.436).
CONCLUSIONS: Aggressive LLT in high-risk LEAD patients with elevated Lp(a) levels enabled LDL-C target achievement in a majority by combination of established lipid-lowering agents. An increase in EVR, amputation or death could not be observed in patients with high Lp(a) levels.",154,1894,https://pubmed.ncbi.nlm.nih.gov/40176055/
Cardiology,40176027,Real-time blood gas management: evaluating quantum perfusion system's accuracy against a standard blood gas analysis in CPB.,"Hyasat B, Hani AB, Saraireh AA, Kirmeen RA, Sabha D, Yamin S, Massad I, Hammoudeh A",2025,"BACKGROUND: Continuous blood gas monitoring (CBGM) during cardiopulmonary bypass (CPB) is essential for maintaining optimal patient outcomes, enabling rapid responses to critical fluctuations in blood gas parameters. This non-inferiority study evaluates the Quantum Perfusion System by Spectrum Medical, which features continuous online blood gas monitoring through Quantum workstation (QWS) and Quantum ventilation module (QVM) without the use of cuvettes, against the standard blood gas analysis (BGA) analyzer to assess real-time clinical accuracy.
METHODS: This retrospective study included a sample of 40 patients, monitored continuously with the QPS and compared at intervals against standard BGA measurements. The patients undergoing on elective CPB procedures, specifically for coronary artery bypass grafting (CABG), mitral valve replacement (MVR), and aortic valve replacement (AVR).
RESULTS: Pre-alignment deviations for all parameters were within CLIA thresholds, confirming baseline reliability. For hemoglobin, the pre-alignment deviation was 1.9%, which decreased to 0.7% post-alignment, both within the CLIA threshold of ± 5%, with a Bland-Altman mean difference of 0.0988 g/dL (limits: 0.0963 to 0.1012 g/dL). Hematocrit showed a pre-alignment deviation of 2.1%, reduced to 0.2% post-alignment, both within the CLIA threshold of ± 5%, with a Bland-Altman mean difference of 0.3009% (limits: 0.2956 to 0.3063%). For PaO₂, the pre-alignment deviation was 3.9%, reduced to 0.4% post-alignment, both within the CLIA threshold of ± 10%, with a Bland-Altman mean difference of 4.0490 mmHg (limits: 3.9976 to 4.1004 mmHg). PCO₂ demonstrated a pre-alignment deviation of 4.2%, reduced to 0.19% post-alignment, both within the CLIA threshold of ± 10%, with a Bland-Altman mean difference of 0.3790 mmHg (limits: 0.3751 to 0.3829 mmHg). SvO₂ showed a pre-alignment deviation of 3%, which decreased to 0.8% post-alignment, both within the CLIA threshold of ± 5%, with a Bland-Altman mean difference of 0.7782% (limits: 0.7706 to 0.7858%). Finally, for SaO₂, the pre-alignment deviation was 2.6%, reduced to 0.1% post-alignment, both within the CLIA threshold of ± 5%, with a Bland-Altman mean difference of 0.9614% (limits: 0.9594 to 0.9634%). The Passing-Bablok regression analysis confirmed strong agreement, with slopes close to 1.0100 and intercepts near zero for all parameters. These results validate the QPS as a reliable and non-inferior tool for real-time blood gas monitoring during cardiopulmonary bypass, adhering to CLIA standards and ensuring clinical accuracy.
CONCLUSIONS: The findings support the accuracy of the Quantum Perfusion System compared to the BGA standard, demonstrating the system's capability to provide accurate, continuous blood gas monitoring during CPB. However, further studies are necessary to strengthen and confirm these results across broader and more varied clinical scenarios, for these reason as recommended by the manufacturers, the quantum monitoring system should only be used as a trending device.",124,3049,https://pubmed.ncbi.nlm.nih.gov/40176027/
Cardiology,40175975,"""I can't endure it"" vs. ""I can handle it"" - experiencing work fatigue risk for nurses: a qualitative study.","Pi R, Liu Y, Yan R, OuYang Y, Li W, Hou Z, De Z, Liu F, He Z, Mei Y, Li S",2025,"BACKGROUND: Work fatigue has become a significant challenge for nursing staff, yet there is a paucity of qualitative research that explores their lived experiences in this context. This study aims to examine clinical nurses' experiences with work fatigue risk and to identify the hindering and facilitating factors contributing to this issue.
METHODS: In this study with descriptive phenomenological method, semi-structured interviews with 25 nurses conducted in the meeting room of a hospital from June to August 2024. Colaizzi's seven-step analysis method was used for data analysis.
RESULTS: Three main themes with twelve subthemes were identified. The primary themes included: (1) phases of work fatigue risk experience, (2) hindering factors of work fatigue risk management, and (3) facilitating factors of work fatigue risk management. Nurses faced a combination of facilitators and inhibitors in managing work fatigue. While some nurses demonstrated a positive attitude towards their work, others showed a strong intention to leave the profession.
CONCLUSIONS: Our findings offer a nuanced understanding of the dynamic stages of nurses' work fatigue experience, highlighting both hindering and facilitating factors that influence the management of work fatigue risk. Nurses encounter multiple challenges in managing work fatigue effectively, underscoring the need for comprehensive strategies. These strategies should address structural barriers while fostering individual resilience, ultimately promoting a healthier and more sustainable work environment.",107,1563,https://pubmed.ncbi.nlm.nih.gov/40175975/
Cardiology,40175938,Clinical efficacy of sacubitril/valsartan combined with cardiac rehabilitation in patients with heart failure after acute myocardial infarction: a single-center randomized trial.,"Zhao YM, Luo JT, Pang KF, Feng Y, Tan JP, Liu M, Lin ZH",2025,"OBJECTIVE: To investigate the effect of sacubitril/valsartan (ARNI) combined with cardiac rehabilitation (CR) in patients with heart failure (HF) after acute myocardial infarction (AMI).
METHODS: A total of 118 patients with HF after AMI were screened and randomly divided into an experimental group and a control group. The control group was given ARNI. The experimental group received CR treatment in addition to the control treatment. The primary endpoint was cardiorespiratory fitness as measured by the cardiopulmonary exercise test (CPET). The secondary endpoints included cardiac remodeling detected by NT-ProBNP and cardiac ultrasound. All participants were assessed by CPET, NT-ProBNP, and cardiac ultrasound at baseline and after treatment.
RESULTS: After treatment, the changes in the left ventricular ejection fraction (LVEF), anaerobic threshold (AT), oxygen uptake peak (VO<sub>2</sub> peak), and metabolic equivalents (METs) in the experimental group were significantly greater than those in the control group (all P &lt; 0.05). However, there was no significant difference in BNP, Left atrial diameter (LA) or Left ventricular end diastolic diameter (LVD) between the two groups (P &gt; 0.05).
CONCLUSIONS: Patients with HF after AMI could benefit from combined ARNI and CR.
TRIAL REGISTRATION: http://www.chictr.org.cn , ChiCTR2400093772 (11/12/2024). Retrospectively registered.",178,1396,https://pubmed.ncbi.nlm.nih.gov/40175938/
Cardiology,40175935,A case report on the implantation of a leadless pacemaker in a patient with eosinophilic fasciitis and third-degree atrioventricular block.,"Huang LJ, Chen JS, Zou Q, Song YZ, Yan Y, Wang ZF, Wang HJ, Chang P",2025,"Eosinophilic fasciitis (EF) is a rare connective tissue disorder characterized by the involvement of the dermis, subcutaneous tissue, and fascia. The treatment for EF usually involves long-term use of glucocorticoids and immunosuppressants. Patients with EF are at risk of developing third-degree atrioventricular (AV) block during the course of the disease. The distinctive features of EF, the side effects of its treatment, and the inherent limitations of transvenous pacemakers (TVPs) present significant challenges in the management of patients with EF who also have third-degree AV block. We present the case of a 64-year-old Chinese male diagnosed with EF and concomitant third-degree AV block. Given the patient's skin tissue characteristics, the increased risk of infection associated with long-term immunosuppressive therapy, and the potential complications related to TVPs we chose to implant a leadless pacemaker(LP) in the apical region of the right ventricle. This case report underscores the importance of identifying potential cardiovascular complications in EF patients treated with corticosteroids and immunosuppressants. It also highlights the clinical benefit of LP implantation in managing patients with EF and third-degree AV block, especially in terms of minimizing device-related complications and infection risks. This study offers a fresh perspective on the treatment of EF patients who have third-degree AV block and advocates for the use of LPs as a preferred option for cardiac pacing in this patient group. Further research is warranted to evaluate the indications and potential benefits of LPs in a wider range of patients.",139,1653,https://pubmed.ncbi.nlm.nih.gov/40175935/
Cardiology,40175932,Masked uncontrolled hypertension in patients with end-stage kidney disease on in-center hemodialysis.,"Nguyen HH, Trinh NTT, Tran MH, Pham HT",2025,"BACKGROUND: Masked uncontrolled hypertension (MUCH) is associated with an increasing risk of morbidity and mortality. Current literature on MUCH lacks data on patients with end-stage kidney disease (ESKD) on hemodialysis (HD). We aimed to investigate the prevalence, ambulatory blood pressure (BP) characteristics, and risk factors of MUCH in this population in a low-middle-income Asian country.
METHODS: We conducted a simple random-sampling, cross-sectional study on patients with hypertension and ESKD on HD. The outcome was MUCH, which was confirmed if the participants, who were on 24-hour ambulatory BP monitoring, had at least 1 of the following criteria: (1) daytime mean ambulatory BP ≥ 135 mmHg (systolic) and/or ≥ 85 mmHg (diastolic); (2) night-time mean ambulatory BP ≥ 120 mmHg (systolic) and/or ≥ 70 mmHg (diastolic); or (3) 24-hour mean ambulatory BP ≥ 130 mmHg (systolic) and/or ≥ 80 mmHg (diastolic). Data were presented using descriptive statistics. We used logistic regression to explore the risk factors for MUCH, and the results were reported with odds ratio (OR) and 95% confidence interval (95% CI).
RESULTS: Among 104 participants included for analysis (median age 54.5, 48.1% being female), MUCH was reported on 85 of them (prevalence of 81.7%, 95% CI 73.2-88.0%.). Non-dipping status of BP were found in 98.1% of the participants, with non-dippers dominating the normotension group (prevalence of 57.9%, 95% CI 36.3-76.9%) and reverse dippers dominating the MUCH group (prevalence of 65.9%, 95% CI 55.3-75.1%). We also identified some factors that were associated with a higher risk of MUCH, i.e., being current smoker (adjusted OR = 3.49, 95% CI 1.07 to 11.40), undergoing HD for > 48 months (adjusted OR = 5.69, 95% CI 1.48 to 21.81), taking > 3 antihypertensive medications (adjusted OR = 3.64, 95% CI 1.11 to 11.92), and requiring α2-adrenergic receptor agonists for BP control (adjusted OR = 6.31, 95% CI 1.12 to 35.62).
CONCLUSION: The prevalences of MUCH and non-dipping of BP (non-dipper and reverse dipper) were very high in patients with ESKD who were undergoing HD for a median duration of 6 years without ambulatory BP monitoring. To avoid extra cost and inconvenience, risk factors should be initially screened for MUCH before monitoring out-of-office BP for a confirmed diagnosis.",101,2321,https://pubmed.ncbi.nlm.nih.gov/40175932/
Neurology,40176165,Immunoadsorption study Mainz in adults with post-COVID syndrome (IAMPOCO)-a single-blinded sham-controlled crossover trial to evaluate the effect of immunoadsorption on post-COVID syndrome.,"Stortz M, Klimpke P, Kommer A, Gründer P, Steenken L, Dresel C, Kraus D, Schmidtmann I, Weinmann A, Weinmann-Menke J",2025,"BACKGROUND: Post-COVID syndrome (PCS) affects up to 43% of all SARS-CoV-2-infected persons and describes ongoing symptoms months after the acute infection. Despite the large number of affected people, there is still very little evidence about therapeutic options. Some studies suggest at least partially a role of autoantibody-mediated autoimmunity. Immunoadsorption is an extracorporeal therapy to remove circulating antibodies which is used successfully in several autoimmune diseases. We conceived the IAMPOCO trial to evaluate the therapeutic effect of immunoadsorption in patients with PCS.
METHODS: IAMPOCO is a single-center randomized sham-controlled trial with a crossover design which will enroll 40 participants with PCS and a symptom severity of at least 2 on post-COVID functional scale. All participants will undergo 5 immunoadsorption treatments and after a washout period of 8 weeks 5 sham treatments or vice versa. Which modality is conducted first will be randomized. Patients but not providers of therapy are blinded for which modality is conducted. Primary outcome is the efficacy of IA to the severity of PCS measured by the change of several symptom scores and hand grip strength. Secondary outcomes are the frequency of adverse events and the prevalence of relevant autoantibodies in participants with PCS as well as the concentration of autoantibodies before and after therapy and sham treatment.
DISCUSSION: The trial addresses the lack of evidence for treatment options in PCS. By using a crossover design and including a sham treatment arm, the study aims to compare the effects of immunoadsorption and sham therapy within the same patients. The trial also benefits from recruiting participants from a cohort study on PCS prevalence, ensuring a thorough evaluation of symptoms. Objective assessments of symptoms are challenging due to their subjective nature, but various scoring systems and tests are being utilized. Despite the lack of data from RCTs, the results of this study have the potential to significantly improve PCS therapy and support evidence-based treatment decisions.
TRIAL REGISTRATION: ClinicalTrials.gov NCT05841498. Registered on May 3, 2023.",189,2189,https://pubmed.ncbi.nlm.nih.gov/40176165/
Neurology,40176136,CSF outflow from the human spinal canal: preliminary results from an anatomical specimen-based model.,"Rzepliński R, Proulx ST, Tarka S, Stępień T, Ciszek B",2025,"BACKGROUND: Recent discoveries focused on the role of cerebrospinal fluid (CSF) in metabolite clearance have initiated intense research on CSF circulation and outflow pathways. These studies have focused on the cranial subarachnoid space, whereas spinal outflow has been relatively less investigated. Moreover, most studies have been performed on rodent models, which allows thorough anatomical investigation, whereas evidence from humans has been generated primarily from in vivo neuroimaging techniques. In this paper, we introduce an anatomical specimen-based preparation for studying spinal CSF outflow in humans and present preliminary results from our initial studies.
METHODS: Unfixed anatomical specimens of the thoracolumbar spinal dural sac along with the spinal nerves were obtained from cadavers. Experiments involving low-pressure infusion of contrast medium (barium sulfate) into the spinal subarachnoid space with video recording of contrast spread were performed. After fixation, contrast agent distribution of the samples was assessed via histological and radiological analyses including 3D X-ray microscopy.
RESULTS: Five human anatomical specimens of the dural sac were assessed. Filling of spaces extending to the spinal dura (arachnoid granulations, cuffs around the proximal spinal nerves) and unrestricted outflow from postganglionic spinal nerve cross-sections were both observed. Histological and radiological results confirmed the presence of contrast around the spinal nerve fascicles under the perineurium, in the arachnoid granulations and within the lumens of vessels within the dura or in the surrounding epidural adipose tissue.
CONCLUSIONS: The described model makes it possible to examine CSF outflow routes from the human spinal subarachnoid space. The methodology is reproducible, feasible, and does not require specialized equipment. Preliminary results have revealed two potential CSF outflow pathways that have been previously observed in animal models: along the spinal nerves and to the epidural tissue and vessels.",101,2056,https://pubmed.ncbi.nlm.nih.gov/40176136/
Neurology,40176124,Inducing mononuclear cells of patients with CADASIL to construct a CSVD disease model.,"Wang Z, Yin J, Chao W, Zhang X",2025,"OBJECTIVE: To produce pluripotent stem cells from peripheral blood mononuclear cells (PBMCs) of a patient with cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL) and culture and differentiate them into vascular organoids, producing a disease model for cerebral small vessel disease (CSVD).
METHODS: (1) PMBCs from patients clinically diagnosed with CADASIL (NOTCH3 p.R141C) were induced to differentiate into pluripotent stem cells (iPSCs); the quality and differentiation ability of the iPSCs were determined. (2) CADASIL-derived iPSCs and control iPSCs were cultured and differentiated into vascular organoids. The differences in the morphological structure of the two differentiated groups of vascular organoids were observed, and both were identified.
RESULTS: (1) No mycoplasma infections were detected in the iPSCs prepared from the PBMCs of patients with CADASIL. The short tandem repeat (STR) identification verified that the iPSCs originated from the patient, and the karyotype was normal. Flow cytometry and immunofluorescence detection revealed that the iPSCs expressed SSEA4, OCT4, and NANOG stem proteins. Tri-germ differentiation testing confirmed that the iPSCs expressed the endoderm markers SOX17 and FOXA2, the mesoderm markers Brachyury and α-SMA, and the ectoderm markers Pax6 and β-III Tubulin. (2) CADASIL-derived iPSCs and control iPSCs were induced to differentiate and produce endothelial networks and vascular networks, ultimately forming vascular organoids. Compared with control vascular organoids, CADASIL vascular organoids exhibited lower growth density, earlier blood vessel sprouting, longer and thinner vascular filaments, and smaller final vascular organoids. The vascular organoids from the two sources expressed the endothelial cell marker CD31, the vascular smooth muscle marker α-SMA, and the pericyte marker PDGFR-β.
CONCLUSION: Reprogramming technology can be used to induce PBMCs to become iPSCs, and a CSVD disease model can be successfully constructed by culturing and differentiating the iPSCs into CADASIL vascular organoids. The NOTCH3 p.R141C mutation suppresses the vascular differentiation process in CADASIL.",86,2209,https://pubmed.ncbi.nlm.nih.gov/40176124/
Neurology,40176122,Effects of 52 weeks of precuneus rTMS in Alzheimer's disease patients: a randomized trial.,"Koch G, Casula EP, Bonnì S, Borghi I, Assogna M, Di Lorenzo F, Esposito R, Maiella M, D'Acunto A, Ferraresi M, Mencarelli L, Pezzopane V, Motta C, Santarnecchi E, Bozzali M, Martorana A",2025,"BACKGROUND: Personalized repetitive transcranial magnetic stimulation (rTMS) of the precuneus (PC) is emerging as a new non-invasive therapeutic approach in treating Alzheimer's disease (AD). Here we sought to investigate the effects of 52 weeks of rTMS applied over the PC on cognitive functions in patients with mild-to-moderate dementia due to AD.
METHODS: Forty-eight patients with mild-to-moderate dementia due to AD were enrolled for the study. Of those 31 patients were extended to 52 weeks after being included in a 24-week trial (NCT03778151) with the same experimental design. The trial included a 52-week treatment with a 2-week intensive course where rTMS (or sham) was applied over the PC daily (5 times per week, Monday to Friday), followed by a 50-week maintenance phase in which the same stimulation was applied once weekly. Personalization of rTMS treatment was established using neuronavigated TMS in combination with electroencephalography (TMS-EEG). The primary outcome measure was change from baseline to week 52 of the Clinical Dementia Rating Scale-Sum of Boxes (CDR-SB). Secondary outcomes included score changes in the Alzheimer's Disease Assessment Scale- Cognitive Subscale (ADAS-Cog)<sub>11</sub>, Mini Mental State Examination (MMSE), Alzheimer's Disease Cooperative Study-Activities of Daily Living scale (ADCS-ADL) and Neuropsychiatric Inventory (NPI). Changes in cortical activity and connectivity were monitored by TMS-EEG.
RESULTS: Among 48 patients randomized (mean age 72.8 years; 56% women), 32 (68%) completed the study. Repetitive TMS of the PC (PC-rTMS) had a significant effect on the primary outcome measure. The estimated mean change in CDR-SB after 52 week was 1.36 for PC-rTMS (95% confidence interval (CI) [0.68, 2.04]) and 2.45 for sham-rTMS group (95%CI [1.85, 3.05]). There were also significant effects for the secondary outcomes ADAS-Cog<sub>11</sub>, ADCS-ADL and NPI scores. Stronger DMN connectivity at baseline was associated with favorable response to rTMS treatment.
CONCLUSIONS: Fifty-two weeks of PC-rTMS may slow down the impairment of cognitive functions, activities of daily living and behavioral disturbances in patients with mild-to-moderate AD. Further multicenter studies are needed to confirm the clinical potential of DMN personalized rTMS.
TRIAL REGISTRATION: The study was registered on the clinicaltrial.gov website on 07-07-2022 (NCT05454540).",90,2415,https://pubmed.ncbi.nlm.nih.gov/40176122/
Neurology,40176112,Tofacitinib treatment for psoriatic skin lesions associated with Aicardi-Goutières syndrome 7/Singleton-Merten syndrome 1.,"Beerepoot S, Grinwis L, Vanderver AL, van der Knaap MS, Kuijpers TW",2025,"The purpose of this letter to the editor is to illustrate the effect of tofacitinib on psoriatic skin lesions in a patient with Aicardi-Goutières syndrome (AGS) type 7/Singleton-Merten syndrome 1. AGS is characterized by an encephalopathy of variable severity and systemic autoinflammatory manifestations due to continuous type I interferon (IFN) induction. While traditional JAK 1/2 inhibitors like baricitinib and ruxolitinib have proven effectiveness for systemic inflammatory symptoms, they face reimbursement issues in some countries. Tofacitinib, a JAK 1/3 inhibitor, significantly improved psoriatic skin lesions in our patient without the need for additional immunosuppressive therapy. Within one month of starting tofacitinib, psoriatic rashes and ulcerative skin lesions markedly improved, in the absence of a reduction in the IFN-stimulated gene signature or CD169 expression on monocytes. The clinical benefits persisted until the treatment was discontinued, after which symptoms recurred. Resuming tofacitinib treatment again led to improvement. No adverse effects were observed. This case highlights the potential of tofacitinib as a clinically effective treatment for psoriatic skin lesions in AGS and offers a viable alternative for JAK 1/2 inhibitors for this target symptom. Further studies are needed to confirm the long-term safety of JAK 1/3 inhibitors in AGS as well as their possible efficacy and dosing to address other systemic symptoms or neurologic manifestations.",122,1491,https://pubmed.ncbi.nlm.nih.gov/40176112/
Neurology,40176085,Enlarged choroid plexus is linked with poorer physical function in rural older adults: a population-based study.,"Xie Q, Chen Z, Wang J, Zhang H, Wang Y, Wang X, Li C, Wang Y, Cong L, Ferreira D, Welmer AK, Song L, Du Y, Qiu C",2025,"BACKGROUND: The choroid plexus (ChP) plays an important role in producing cerebrospinal fluid (CSF) and physical dysfunction has been associated with alterations in CSF circulation. However, no population-based studies have thus far examined the association of ChP with physical function in older people.
METHODS: This population-based cross-sectional study included 1217 participants (age ≥ 60 years; 57.35% women) in the MRI substudy of the Multimodal Interventions to delay Dementia and disability in rural China. ChP volume was automatically segmented using three-dimensional T1-weighted sequences. Physical function was assessed using the Short Physical Performance Battery (SPPB). Data were analyzed using general linear regression and mediation models.
RESULTS: Controlling for demographic characteristics, cardiovascular risk factors, stroke, disproportionately enlarged subarachnoid-space hydrocephalus (DESH), and total intracranial volume, per 1-ml increase in ChP volume was associated with β-coefficient of -0.24 (95% confidence interval: -0.37 to -0.11) for SPPB summary score, with the association being stronger in females (-0.40; -0.60 to -0.20) than in males (-0.17; -0.33 to -0.01) (p for ChP volume×sex interaction = 0.028). The associations were similar across three domains of balance, chair stand, and walking speed. In addition, enlarged ChP volume was associated with increased ventricular volume and white matter hyperintensity (WMH) volume. Mediation analysis suggested that lateral ventricular volume and periventricular WMH volume significantly mediated the association of ChP volume with the SPPB summary score, with the proportion of mediation being 54.22% and 14.48%, respectively.
CONCLUSION: Larger ChP volume is associated with poorer physical function in older adults, especially in women. The association is largely mediated by lateral ventricular and periventricular WMH volumes.",112,1917,https://pubmed.ncbi.nlm.nih.gov/40176085/
